t_index	term	df
11861	telegraph	1
11862	telemarket	15
11863	telephon	707
11864	telephoni	69
11865	teleplu	1
11866	telerik	5
11867	telesal	9
11868	teleservic	1
11869	telesyn	3
11870	televis	34
11871	telex	1
11872	telia	1
11873	tell	13
11874	tellab	3
11875	teller	81
11876	telnet	2
11877	temp	2
11878	temper	1
11879	temperatur	11
11880	templac	1
11881	templat	235
11882	tempo	3
11883	tempor	1
11884	temporari	52
11885	temporarili	10
11886	tempt	1
11887	ten	39
11888	tenac	1
11889	tenaci	1
11890	tenant	8
11891	tend	3
11892	tendenc	43
11893	tender	228
11894	tenet	1
11895	tenni	8
11896	tens	29
11897	tension	6
11898	tensor	1
11899	tent	17
11900	tenur	5
11901	terjan	2
11902	term	1784
11903	termin	174
11904	terminolog	182
11905	terminologist	2
11906	terrac	3
11907	terrain	5
11908	terrano	1
11909	terras	1
11910	territori	239
11911	terror	49
11912	terrorist	11
11913	tert	2
11914	tertiari	9
11915	teryan	1
11916	tesaket	2
11917	tesol	3
11918	tesseract	2
11919	test	2389
11920	testabl	11
11921	testament	2
11922	testbench	4
11923	testbuild	1
11924	testcompleat	2
11925	testcomplet	5
11926	tester	87
11927	testifi	2
11928	testimoni	8
11929	testlink	2
11930	testng	6
11931	testplan	1
11932	testrail	3
11933	tetra	10
11934	teva	1
11935	text	223
11936	textbook	5
11937	textil	13
11938	textilemod	1
11939	textual	3
11940	textur	9
11941	tf	43
11942	tftp	1
11943	thai	1
11944	thailand	1
11945	thank	7
11946	theater	6
11947	theatr	6
11948	theatric	2
11949	thebat	1
11950	theft	24
11951	themat	89
11952	theme	102
11953	themselv	13
11954	theolog	3
11955	theorem	1
11956	theoret	85
11957	theori	312
11958	ther	1
11959	therapeut	33
11960	therapeutist	1
11961	therapi	7
11962	therapist	2
11963	theraput	2
11964	thereaft	2
11965	therebi	11
11966	therefor	21
11967	therein	3
11968	thereof	37
11969	thereon	9
11970	thereov	1
11971	thereto	12
11972	thermal	6
11973	thermo	1
11974	thermodynam	18
11975	thermostat	3
11976	thesauru	1
11977	thesaurus	2
11978	thi	1738
11979	thin	4
11980	thing	178
11981	think	1520
11982	thinker	69
11983	third	210
11984	thirst	1
11985	thoma	1
11986	thorac	2
11987	thornton	21
11988	thorough	333
11989	thoroughli	136
11990	though	28
11991	thought	189
11992	thousand	17
11993	thread	174
11994	threat	41
11995	threaten	10
11996	three	469
11997	threshold	11
11998	thrifti	2
11999	thrive	89
12000	throughout	605
12001	throughput	4
12002	thru	2
12003	thrust	2
12004	thu	51
12005	thumbnail	1
12006	thunderbird	7
12007	thunderstorm	1
12008	thw	1
12009	thyroid	1
12010	ti	1
12011	tia	6
12012	tiara	1
12013	tibco	2
12014	ticket	158
12015	tidi	47
12016	tie	20
12017	tiefbau	1
12018	tier	216
12019	tierra	8
12020	tig	1
12021	tight	473
12022	tightli	2
12023	tile	11
12024	till	37
12025	tillag	1
12026	tilli	1
12027	tilt	1
12028	tim	1
12029	timber	4
12030	time	4734
12031	timefram	74
12032	timekeep	5
12033	timeless	7
12034	timeli	99
12035	timelin	283
12036	timepiec	1
12037	timer	6
12038	timescal	17
12039	timese	1
12040	timesheet	56
12041	timet	60
12042	tin	1
12043	tip	17
12044	tir	1
12045	tire	23
12046	tirm	2
12047	tissu	2
12048	titanium	3
12049	tith	1
12050	titl	25
12051	tivoli	2
12052	tk	3
12053	tkinter	1
12054	tl	3
12055	tlc	1
12056	tm	2
12057	tmcyc	1
12058	tme	2
12059	tmg	7
12060	tmo	1
12061	tmr	3
12062	tna	2
12063	tnc	1
12064	toad	4
12065	tobacco	26
12066	today	6
12067	toefl	8
12068	togeth	410
12069	togetherj	1
12070	toilet	5
12071	told	2
12072	toler	103
12073	toll	19
12074	tomato	1
12075	tomcat	80
12076	tome	2
12077	tommi	2
12078	ton	1
12079	tone	8
12080	toner	3
12081	tonex	1
12082	tongu	25
12083	tonu	19
12084	tool	2183
12085	toolbar	1
12086	toolbox	1
12087	toolchain	3
12088	toolkit	35
12089	toolset	7
12090	tooth	2
12091	top	216
12092	topcon	1
12093	topic	229
12094	topica	1
12095	toplink	2
12096	topograph	3
12097	topolog	37
12098	topsoft	2
12099	tor	130
12100	toronto	3
12101	tortur	3
12102	toshiba	2
12103	tospa	1
12104	tot	25
12105	total	131
12106	totaliz	1
12107	toto	10
12108	totobet	1
12109	touch	76
12110	touchscreen	3
12111	touchtyp	1
12112	tough	20
12113	tour	128
12114	tourattach	2
12115	tourim	1
12116	tourism	117
12117	tourist	29
12118	tournament	2
12119	tourniquet	1
12120	toward	501
12121	towel	6
12122	tower	16
12123	town	32
12124	toxicolog	1
12125	toy	1
12126	toyota	3
12127	tpiu	2
12128	tpl	1
12129	tpp	5
12130	tpu	1
12131	tqm	2
12132	tr	1
12133	trac	5
12134	trace	29
12135	traceabl	11
12136	traceolog	1
12137	tracer	1
12138	track	1188
12139	tracker	17
12140	tractor	2
12141	trade	710
12142	trademark	8
12143	tradeoff	3
12144	trader	18
12145	tradeshow	2
12146	tradest	3
12147	tradingplatform	1
12148	tradit	80
12149	trado	1
12150	traffic	125
12151	traffick	33
12152	tragsa	2
12153	trail	8
12154	trailer	6
12155	trailfind	2
12156	train	3433
12157	traine	99
12158	traineeship	5
12159	trainer	181
12160	trait	13
12161	tramway	2
12162	tran	9
12163	tranch	39
12164	trancript	1
12165	trane	2
12166	tranport	1
12167	transact	1075
12168	transacton	1
12169	transactsql	1
12170	transboundari	12
12171	transcod	1
12172	transcontinent	1
12173	transcrib	18
12174	transcript	16
12175	transfer	509
12176	transferrcal	2
12177	transform	129
12178	transhum	1
12179	transient	4
12180	transistor	4
12181	transit	113
12182	translat	1426
12183	transmiss	70
12184	transmit	40
12185	transmitt	4
12186	transnat	2
12187	transpar	195
12188	transpil	1
12189	transpir	1
12190	transplant	1
12191	transport	503
12192	transpos	1
12193	transud	1
12194	transvers	44
12195	transvert	1
12196	trap	1
12197	trash	4
12198	trask	1
12199	traslat	1
12200	trau	1
12201	traumat	1
12202	travel	1838
12203	travelex	1
12204	travertin	6
12205	travi	1
12206	tray	3
12207	trc	1
12208	trdp	4
12209	treament	1
12210	treasur	10
12211	treasuri	97
12212	treat	72
12213	treati	28
12214	treatment	110
12215	treavel	1
12216	tree	26
12217	trek	1
12218	tremend	1
12219	trench	1
12220	trend	709
12221	trendset	1
12222	trespass	3
12223	tri	27
12224	triag	3
12225	trial	39
12226	tribun	1
12227	tributari	2
12228	triger	8
12229	trigger	66
12230	trigonometri	1
12231	trilingu	1
12232	trim	2
12233	trimest	1
12234	trimmer	1
12235	triniti	5
12236	triosoft	2
12237	trip	344
12238	tripartit	2
12239	triyan	4
12240	troika	1
12241	trolltech	2
12242	tropic	1
12243	troubl	66
12244	troublefre	2
12245	troubleshoot	648
12246	troublesom	1
12247	troublshoot	1
12248	trough	10
12249	trout	1
12250	trp	8
12251	tru	1
12252	truck	32
12253	true	24
12254	trueli	2
12255	truli	17
12256	trunk	10
12257	trust	106
12258	truste	28
12259	trusteeship	5
12260	trusti	2
12261	trustworthi	19
12262	truth	3
12263	tsaghkadzor	7
12264	tsaghkahovit	1
12265	tsaghkunk	1
12266	tsakhkab	1
12267	tsakhkadzor	1
12268	tsap	1
12269	tsapatagh	3
12270	tse	1
12271	tsg	21
12272	tshambarak	1
12273	tsk	2
12274	tsm	1
12275	tsovinar	1
12276	tsp	1
12277	tsql	46
12278	tsragir	1
12279	tsragreg	1
12280	tsragrer	2
12281	tss	1
12282	tst	5
12283	tsung	2
12284	tt	2
12285	ttl	3
12286	ttm	2
12287	ttranslat	1
12288	tube	2
12289	tuberculin	3
12290	tuberculosi	59
12291	tuesday	1
12292	tufenkian	13
12293	tuition	8
12294	tulip	5
12295	tumanyan	2
12296	tumo	63
12297	tun	1
12298	tune	234
12299	tuneup	2
12300	tunnel	4
12301	turbin	1
12302	turbo	1
12303	turbul	1
12304	turkey	6
12305	turkish	14
12306	turkmenistan	1
12307	turn	45
12308	turnaround	12
12309	turndown	1
12310	turnkey	3
12311	turnov	110
12312	turpanjian	8
12313	tutor	13
12314	tutori	17
12315	tv	1
12316	tvet	6
12317	twe	1
12318	tweak	4
12319	tweet	3
12320	tweezer	1
12321	twenti	8
12322	twice	13
12323	twig	1
12324	twin	22
12325	twine	2
12326	twitter	72
12327	twm	6
12328	two	545
12329	tymanyan	1
12330	type	710
12331	typefac	1
12332	typeset	6
12333	typestyl	1
12334	typewrit	6
12335	typic	62
12336	typo	2
12337	typograph	1
12338	typographi	47
12339	typolog	20
12340	tyre	5
12341	u	14
12342	uart	2
12343	uat	2
12344	uba	7
12345	ubuntu	108
12346	uc	2
12347	uco	166
12348	ucom	25
12349	ucora	1
12350	ucp	2
12351	ucss	1
12352	uddi	4
12353	udf	3
12354	udp	19
12355	uefa	1
12356	ufar	9
12357	uganda	1
12358	ugc	1
12359	ugrad	2
12360	uhf	1
12361	uhplc	1
12362	uhv	1
12363	ui	2
12364	uikit	14
12365	uit	4
12366	uk	4
12367	ukr	6
12368	ukrain	4
12369	ukrainian	1
12370	ul	1
12371	ule	3
12372	ulead	2
12373	ultim	26
12374	ultra	5
12375	ultrason	1
12376	ultrasound	5
12377	ultraviolet	1
12378	umak	2
12379	umbrella	1
12380	umcor	10
12381	uml	216
12382	umss	1
12383	umt	19
12384	un	15
12385	unabl	6
12386	unaccept	3
12387	unaffili	1
12388	unag	1
12389	unaid	4
12390	unambigu	7
12391	unannounc	1
12392	unapprov	5
12393	unattend	6
12394	unaudit	3
12395	unauthor	21
12396	unautor	1
12397	unavail	3
12398	unbank	2
12399	unbias	7
12400	unbiased	1
12401	unblock	3
12402	uncac	2
12403	uncal	1
12404	uncap	1
12405	uncbd	1
12406	unccd	1
12407	uncef	1
12408	uncertainti	7
12409	uncg	4
12410	uncitr	1
12411	unclassifi	1
12412	unclear	9
12413	uncomfort	1
12414	uncontroversi	1
12415	unconvent	1
12416	uncoordin	2
12417	uncov	5
12418	unct	10
12419	unctad	1
12420	uncultiv	1
12421	und	1
12422	undaf	13
12423	undamag	1
12424	undef	1
12425	undefin	10
12426	undercarriag	1
12427	undergadu	1
12428	undergo	11
12429	undergon	1
12430	undergrad	1
12431	undergradu	157
12432	underground	10
12433	underli	44
12434	underlin	3
12435	underperform	6
12436	underpin	7
12437	underscor	3
12438	underserv	7
12439	understaf	5
12440	understand	3632
12441	understood	32
12442	undertak	517
12443	undertaken	81
12444	undertand	1
12445	undertsand	1
12446	undervalu	2
12447	underway	6
12448	underwear	3
12449	underwrit	45
12450	undesir	7
12451	undetect	2
12452	undg	1
12453	undgo	1
12454	undiagnos	1
12455	undisrupt	2
12456	undisturb	3
12457	undo	1
12458	undocu	1
12459	undp	156
12460	undpi	2
12461	undprr	1
12462	undss	1
12463	unduli	1
12464	unearth	2
12465	uneas	2
12466	unec	8
12467	unemploy	9
12468	unep	5
12469	uneras	2
12470	unesco	5
12471	uneth	2
12472	unevers	1
12473	unexpect	7
12474	unexpectedli	7
12475	unfail	1
12476	unfamiliar	2
12477	unfavor	2
12478	unfavour	1
12479	unfccc	7
12480	unforeseen	9
12481	unforgett	1
12482	unformat	4
12483	unfpa	37
12484	unfreez	3
12485	unfsco	1
12486	ungc	1
12487	ungo	1
12488	unguard	1
12489	unhcr	39
12490	unhidden	1
12491	unibank	14
12492	unic	3
12493	unicad	7
12494	unicast	2
12495	unicef	30
12496	unicod	7
12497	unicomp	4
12498	unidentifi	2
12499	unido	21
12500	unif	1
12501	unifi	44
12502	uniform	29
12503	uniformli	1
12504	unigraph	3
12505	unindex	3
12506	unintent	2
12507	uninterrupt	77
12508	union	105
12509	unipharm	2
12510	uniqu	75
12511	unistream	3
12512	unit	1668
12513	unitari	2
12514	unitech	2
12515	unitel	5
12516	uniti	21
12517	unitran	2
12518	univers	6113
12519	univert	1
12520	unives	1
12521	univets	1
12522	unix	745
12523	unjust	5
12524	unknown	1
12525	unlaw	3
12526	unleash	1
12527	unless	10
12528	unlimit	4
12529	unload	24
12530	unlock	2
12531	unmet	1
12532	unnecessari	1
12533	unnecessarili	2
12534	unneed	1
12535	uno	1
12536	unodc	5
12537	unoffici	1
12538	unop	1
12539	unordinari	1
12540	unp	1
12541	unpack	3
12542	unpaid	11
12543	unplan	13
12544	unpleas	3
12545	unpost	5
12546	unpreced	1
12547	unpredict	3
12548	unquest	41
12549	unquestion	9
12550	unrc	2
12551	unreal	4
12552	unrecogn	1
12553	unreconcil	1
12554	unrel	7
12555	unresolv	2
12556	unrest	1
12557	unrestrict	14
12558	unreview	2
12559	unsaf	6
12560	unsatisfactori	1
12561	unschedul	1
12562	unsecoord	2
12563	unsecord	2
12564	unselfish	2
12565	unsoci	4
12566	unsold	1
12567	unsolicit	1
12568	unspoken	1
12569	unstat	1
12570	unstructur	1
12571	unsuccess	11
12572	unsupervis	15
12573	unsur	1
12574	unsurpass	3
12575	untangl	2
12576	untfh	1
12577	unti	1
12578	untouch	1
12579	untradit	4
12580	unus	1
12581	unusu	39
12582	unv	6
12583	unwant	5
12584	unwav	3
12585	unwelcom	2
12586	unwrap	1
12587	upbeat	3
12588	upcom	106
12589	updat	1617
12590	upgrad	261
12591	upheld	5
12592	uphold	18
12593	upip	1
12594	upkeep	22
12595	uplift	1
12596	uplistsikh	1
12597	upload	40
12598	upon	516
12599	upper	38
12600	uprais	1
12601	upright	1
12602	upsel	18
12603	upset	7
12604	upskil	10
12605	upstream	2
12606	uptim	9
12607	upturn	1
12608	upu	3
12609	upward	3
12610	urban	61
12611	urbanlab	1
12612	urbanlinx	2
12613	urdg	1
12614	urg	1
12615	urgenc	47
12616	urgent	36
12617	url	1
12618	urolog	1
12619	urr	1
12620	us	23
12621	usa	93
12622	usabl	224
12623	usag	417
12624	usaid	496
12625	usarmenia	1
12626	usb	9
12627	usd	13
12628	usda	11
12629	usdh	1
12630	use	3414
12631	useabl	2
12632	user	1591
12633	userflow	1
12634	usg	27
12635	usgaap	4
12636	usher	2
12637	uso	1
12638	usp	3
12639	uspsc	1
12640	usrp	1
12641	ussd	4
12642	usual	14
12643	usufruct	1
12644	utensil	3
12645	utf	1
12646	util	658
12647	utilis	12
12648	utm	4
12649	utmost	31
12650	utopian	1
12651	utopiana	3
12652	utp	8
12653	uunivers	1
12654	uvm	2
12655	uwc	5
12656	uwsgi	3
12657	uxecuyc	1
12658	uzbek	1
12659	uzbekistan	3
12660	uze	1
12661	v	27
12662	vC	1
12663	va	65
12664	vacanc	189
12665	vacant	73
12666	vacat	76
12667	vaccin	5
12668	vachagan	2
12669	vacuum	6
12670	vadatech	5
12671	vagharsh	1
12672	vagrant	2
12673	vagu	5
12674	vahagni	1
12675	vahakni	4
12676	valensia	9
12677	valentin	1
12678	valeri	1
12679	valgrind	28
12680	valid	595
12681	valletta	12
12682	vallex	22
12683	valley	7
12684	valor	1
12685	valti	2
12686	valu	776
12687	valuabl	49
12688	valuat	76
12689	valuer	6
12690	valv	3
12691	van	14
12692	vanadzor	68
12693	vanazdor	1
12694	vandal	1
12695	vapor	1
12696	vard	2
12697	vardanidzor	1
12698	vardanyan	1
12699	vardeni	27
12700	vardion	1
12701	vari	81
12702	variabl	27
12703	varianc	129
12704	variant	4
12705	variat	47
12706	variet	2
12707	varieti	493
12708	variou	1684
12709	varnish	1
12710	varnita	6
12711	vast	19
12712	vat	74
12713	vault	31
12714	vaw	1
12715	vayk	6
12716	vayot	15
12717	vba	70
12718	vbr	1
12719	vbscript	35
12720	vbsscript	1
12721	vc	6
12722	vca	2
12723	vcc	6
12724	vcd	1
12725	vcenter	7
12726	vcl	1
12727	vcm	2
12728	vcp	1
12729	vct	4
12730	vd	1
12731	vector	7
12732	vedan	1
12733	vedi	3
12734	veeam	6
12735	vega	5
12736	veget	27
12737	veh	1
12738	vehicl	307
12739	vehicular	2
12740	veloc	26
12741	vem	4
12742	venco	1
12743	vend	1
12744	vendor	348
12745	venerologist	1
12746	venipunctur	1
12747	venou	1
12748	ventil	24
12749	ventsim	1
12750	ventur	20
12751	venturebeat	1
12752	venu	44
12753	veolia	1
12754	ver	3
12755	vera	3
12756	verb	1
12757	verbal	1920
12758	verbiag	1
12759	veri	587
12760	veridata	2
12761	verif	292
12762	verifi	480
12763	verilog	83
12764	verimatrix	1
12765	verita	9
12766	vermont	3
12767	vers	28
12768	versa	254
12769	versal	2
12770	versatil	28
12771	vershina	2
12772	versif	1
12773	version	313
12774	verstka	3
12775	versu	41
12776	vertic	14
12777	vessel	1
12778	vest	8
12779	vestig	1
12780	vet	14
12781	veteran	8
12782	veterinari	35
12783	veterinarian	5
12784	veya	7
12785	vfi	1
12786	vgm	3
12787	vh	2
12788	vhdl	23
12789	vhf	3
12790	vi	42
12791	via	363
12792	viabil	45
12793	viabl	29
12794	viaduct	1
12795	viaggi	1
12796	vial	1
12797	viatechnolog	1
12798	viber	1
12799	vibrat	2
12800	vic	2
12801	vica	1
12802	vice	263
12803	vicin	2
12804	victim	11
12805	victoria	3
12806	vicual	1
12807	vida	1
12808	video	225
12809	videoconfer	3
12810	videoconferenc	1
12811	videographi	5
12812	videorecord	1
12813	videotap	1
12814	vienna	11
12815	view	304
12816	viewbook	1
12817	viewer	27
12818	viewpoint	20
12819	vigil	6
12820	vigilantli	1
12821	vignett	1
12822	vigor	3
12823	vii	11
12824	viii	11
12825	villa	1
12826	villag	77
12827	vim	2
12828	vimeo	1
12829	vimpelcom	3
12830	vindexnumika	1
12831	vineyard	7
12832	vio	1
12833	violanc	1
12834	violat	62
12835	violenc	21
12836	violent	1
12837	violin	1
12838	vip	20
12839	virag	30
12840	viral	6
12841	virolog	1
12842	virtual	183
12843	virtualbox	1
12844	virtualis	3
12845	virtuoso	8
12846	viru	43
12847	virus	13
12848	virusscan	1
12849	visa	140
12850	vise	11
12851	visibl	134
12852	visio	66
12853	vision	445
12854	visionari	7
12855	visiquest	5
12856	visit	1144
12857	visitarm	1
12858	visitor	414
12859	visor	3
12860	vista	25
12861	vistaa	8
12862	visual	527
12863	visualbas	6
12864	visualc	1
12865	visualis	2
12866	visualstudio	7
12867	vital	36
12868	vitamax	2
12869	vitamin	3
12870	vitess	1
12871	viticultur	1
12872	vitria	1
12873	vitrin	1
12874	vitro	3
12875	vivacel	16
12876	vivacellmt	1
12877	vivado	1
12878	vivid	1
12879	vivo	1
12880	viz	2
12881	vizual	1
12882	vizualiz	1
12883	vkontakt	4
12884	vlac	2
12885	vlan	19
12886	vli	1
12887	vlog	1
12888	vlookup	1
12889	vlr	1
12890	vlsi	19
12891	vlt	1
12892	vm	3
12893	vmd	2
12894	vmm	3
12895	vmware	79
12896	vmwarevcent	1
12897	vmwarevspher	1
12898	vnx	1
12899	voc	1
12900	voca	42
12901	vocabulari	38
12902	vocal	3
12903	vocat	79
12904	voce	1
12905	vod	2
12906	voghji	10
12907	voic	83
12908	voicemail	2
12909	voiceov	1
12910	void	2
12911	voip	66
12912	voipshop	25
12913	volo	20
12914	voltag	40
12915	volum	333
12916	volumin	2
12917	volunt	177
12918	voluntari	16
12919	voluntarili	3
12920	volunteer	11
12921	volvo	2
12922	vonag	1
12923	vordin	1
12924	vorotan	17
12925	vosk	1
12926	vostayn	1
12927	vote	7
12928	voter	3
12929	voucher	108
12930	voyag	6
12931	vp	3
12932	vpd	1
12933	vpi	1
12934	vpl	1
12935	vpn	70
12936	vpp	1
12937	vpu	1
12938	vray	3
12939	vs	38
12940	vsa	1
12941	vsat	3
12942	vsd	1
12943	vsftpd	2
12944	vsphere	24
12945	vsr	1
12946	vss	1
12947	vtb	106
12948	vtnova	1
12949	vulner	140
12950	vxsoft	3
12951	vxwork	4
12952	vympelcom	2
12953	w	3
12954	wa	26
12955	wabbas	1
12956	waelcon	3
12957	wafer	4
12958	wage	18
12959	wagon	4
12960	waikiki	1
12961	wait	15
12962	waiter	22
12963	waitress	21
12964	waitsfield	1
12965	waitstaff	1
12966	waiv	1
12967	waiver	108
12968	wake	6
12969	walk	39
12970	walkthrough	7
12971	wall	10
12972	wallenberg	1
12973	wallpap	1
12974	wan	144
12975	wandelion	1
12976	want	51
12977	wap	18
12978	war	4
12979	warden	4
12980	ware	4
12981	wareh	55
12982	warehous	242
12983	warehousemen	1
12984	warhous	1
12985	warm	22
12986	warmth	2
12987	warn	24
12988	warrant	2
12989	warranti	57
12990	wash	19
12991	washer	1
12992	washington	38
12993	washroom	1
12994	wast	32
12995	wastag	4
12996	wastewat	7
12997	watch	62
12998	watchdog	16
12999	watchful	1
13000	watchmak	2
13001	watchman	3
13002	watchmen	1
13003	water	248
13004	watercraft	1
13005	waterfal	7
13006	watersh	9
13007	wathab	1
13008	wav	1
13009	wave	5
13010	waveform	8
13011	waverform	1
13012	way	495
13013	waybil	4
13014	waypoint	1
13015	wb	3
13016	wbg	3
13017	wbyo	3
13018	wc	1
13019	wcdma	5
13020	wcf	213
13021	weak	80
13022	weakli	1
13023	wealth	5
13024	wealthi	1
13025	wealthlab	3
13026	weap	1
13027	weapon	3
13028	wear	18
13029	weather	7
13030	weav	2
13031	weaver	2
13032	web	2445
13033	webapi	9
13034	webb	20
13035	webbas	2
13036	webcal	1
13037	webcast	2
13038	webchat	1
13039	webcreat	2
13040	webdav	4
13041	webdriv	6
13042	webform	1
13043	webgl	2
13044	webinar	9
13045	webkit	1
13046	weblab	1
13047	webliv	1
13048	weblog	35
13049	webmast	9
13050	webmethod	1
13051	webo	3
13052	webpack	1
13053	webpag	19
13054	webserv	22
13055	webservic	7
13056	webservici	1
13057	webshop	1
13058	webshutt	1
13059	websit	770
13060	websocket	3
13061	websoft	1
13062	webspher	36
13063	websphereor	1
13064	webtrend	1
13065	wed	4
13066	wedo	1
13067	wee	1
13068	weed	5
13069	week	161
13070	weekday	2
13071	weekend	83
13072	weekli	476
13073	weidemann	1
13074	weigh	11
13075	weight	15
13076	weka	1
13077	welcom	215
13078	weld	6
13079	welfar	50
13080	well	4421
13081	wellb	8
13082	wep	2
13083	west	15
13084	westen	1
13085	western	149
13086	westlak	1
13087	westsoft	9
13088	wet	5
13089	wfce	2
13090	wfd	13
13091	wff	1
13092	wffc	1
13093	wfp	6
13094	wg	2
13095	whatev	1
13096	whatwg	1
13097	whcih	1
13098	wheel	2
13099	wheelbarrow	1
13100	whenev	80
13101	wherea	1
13102	whereabout	2
13103	wherebi	1
13104	wherein	1
13105	wherev	7
13106	whether	63
13107	whi	17
13108	whichev	4
13109	whilst	47
13110	whiski	1
13111	white	44
13112	whiteboard	2
13113	whitebox	2
13114	whitespac	20
13115	whithin	1
13116	whl	1
13117	whm	1
13118	whoco	1
13119	whole	220
13120	wholesal	71
13121	wholesom	1
13122	wholist	1
13123	wholli	3
13124	whose	18
13125	wht	3
13126	wic	6
13127	wicastr	1
13128	wicket	23
13129	wide	543
13130	widen	2
13131	wider	38
13132	widespread	9
13133	widest	2
13134	widget	4
13135	wiener	2
13136	wifi	22
13137	wiki	9
13138	wil	3
13139	wild	1
13140	wildfir	1
13141	wildlif	2
13142	william	1
13143	willing	1335
13144	willingenss	1
13145	willingess	2
13146	willingli	6
13147	willingn	3
13148	willpow	1
13149	wimax	8
13150	win	205
13151	winapi	8
13152	winc	5
13153	wincc	1
13154	wind	2
13155	window	1319
13156	windowsxp	1
13157	wine	16
13158	winemak	3
13159	wineri	1
13160	winform	39
13161	wingat	1
13162	winner	5
13163	winrout	1
13164	winrt	1
13165	winrunn	23
13166	wintariff	1
13167	winter	4
13168	wintertim	1
13169	winxp	5
13170	winzip	4
13171	wipe	2
13172	wire	78
13173	wirefram	27
13174	wireless	57
13175	wireshark	1
